"Part Numbers","Manufacturer","Description","Unit Cost","Currency","Created By","Modified By","ID"
"3VA5130-5ED31-0AA0","Siemens","circuit breaker 3VA5 UL Frame 125 breaking capacity class M 35 kA @ 480 V 3-pole, line protection TM210, FTFM, In=30 A overload protection Ir=30 A permanently set short-circuit protection Ii=10 x In without connection
","250.73","CAD","Bradley, Tyler","Bradley, Tyler","962"
"3VA5160-5ED31-0AA0","Siemens","circuit breaker 3VA5 UL Frame 125 breaking capacity class M 35 kA @ 480 V 3-pole, line protection TM210, FTFM, In=60 A overload protection Ir=60 A permanently set short-circuit protection Ii=10 x In without connection","250.73","CAD","Bradley, Tyler","Bradley, Tyler","963"
"3VA6140-7KQ31-0AA0","Siemens","circuit breaker 3VA6 UL Frame 150 breaking capacity class C 100 kA @ 480 V 3-pole, line protection ETU860, LSIG, In=40 A overload protection Ir=16 A...40 A short-circuit protection Isd=0.6..10x In, Ii=1.5..12x In neutral conductor protection optionally with external current transformer, up to 160% ground-fault protection Ig=0.375...1 x In, tg=0.05-0.8s without connection
","1530.6","CAD","Bradley, Tyler","Bradley, Tyler","966"
"3VA6110-7KQ31-0AA1","Siemens","Molded Case Circuit Breaker, 3VA6 Series, 140A, 3-Pole, Fixed Overcurrent Release, IEC Standard, 36kA Breaking Capacity, Frame Size 160, Without Connection","1596.59","CAD","Bradley, Tyler","Bradley, Tyler","967"
"6EP3334-8SB00-0AY0","Siemens","SITOP PSU8200 24 V/10 A stabilized power supply input: 120/230 V AC output: 24 V DC/10 A","261.83","CAD","Bradley, Tyler","Bradley, Tyler","979"
"6EP4134-0JA00-0AY0","Siemens","SITOP BAT1600 24 V DC 7.5 Ah LiFePO4 lithium battery for SITOP UPS1600 - - not for air freight - -","1067.35","CAD","Bradley, Tyler","Bradley, Tyler","980"
"6EP4134-3AB00-2AY0","Siemens","SITOP UPS1600 10 A Ethernet/ PROFINET uninterruptible power supply with Ethernet/ PROFINET interface / OPC UA server / web server input: 24 V DC output: 24 V DC/10 A","410.91","CAD","Bradley, Tyler","Bradley, Tyler","981"
"6EP4437-7EB00-3CX0","Siemens","SITOP SEL1400 10 A selectivity module 4-channel with limiting characteristic input: 24 V DC/40 A output: 24 V DC/4x 10 A threshold adjustable 2-10 A with monitoring interface","176.64","CAD","Bradley, Tyler","Bradley, Tyler","982"
"6EP3337-8SB00-0AY0","Siemens","SITOP PSU8200 24 V/40 A stabilized power supply input: 120/230 V AC output: 24 V DC/40 A

","590.05","CAD","Bradley, Tyler","Bradley, Tyler","983"
"5ST3712-3HG","Siemens","Pin busbar, can be cut 18 mm2, 3-phase+auxiliary switch 1016mm , according to UL 489, 480/277V for LS 5SJ4...-.HG","265.78","CAD","Bradley, Tyler","Bradley, Tyler","984"
"5ST3750-3HG","Siemens","End cap 1, 2, 3-phase for pin busbar UL 489 can be cut","3.09","CAD","Bradley, Tyler","Bradley, Tyler","985"
"5ST3617","Siemens","Pin busbar, 10 mm2 connection: 4x (3-phase+AUX/FS) touch-safe","12.11","CAD","Bradley, Tyler","Bradley, Tyler","986"
"6ES7193-6PA00-0AA0","Siemens","SIMATIC ET 200SP, spare part Server module for ET 200SP","49.97","CAD","Bradley, Tyler","Bradley, Tyler","987"
"3184840","Rittal","BLUE e+ S AC - 3412 BTU MULTIVOLT Air Con
","1928.28","CAD","Bradley, Tyler","Bradley, Tyler","988"
